orig_pc,orig_pc_part,orig_instruction,is_conditional_branch,is_constant_jump,is_computed_jump,srcA,srcB,dst,is_memory_read,is_memory_write,mem_addr,branch_taken
2147520132,0,"c.bnez  a4, pc - 6",Y,N,N,14,,,N,N,2147548400,Y
2147520126,0,"c.addi  a5, 1",N,N,N,,,15,N,N,2147548400,N
2147520128,0,"lbu     a4, 0(a5)",N,N,N,15,,14,Y,N,2147548400,N
2147520132,0,"c.bnez  a4, pc - 6",Y,N,N,14,,,N,N,2147548400,Y
2147520126,0,"c.addi  a5, 1",N,N,N,,,15,N,N,2147548400,N
2147520128,0,"lbu     a4, 0(a5)",N,N,N,15,,14,Y,N,2147548400,N
2147520132,0,"c.bnez  a4, pc - 6",Y,N,N,14,,,N,N,2147548400,Y
2147520126,0,"c.addi  a5, 1",N,N,N,,,15,N,N,2147548400,N
2147520128,0,"lbu     a4, 0(a5)",N,N,N,15,,14,Y,N,2147548400,N
2147520132,0,"c.bnez  a4, pc - 6",Y,N,N,14,,,N,N,2147548400,Y
2147520126,0,"c.addi  a5, 1",N,N,N,,,15,N,N,2147548400,N
2147520128,0,"lbu     a4, 0(a5)",N,N,N,15,,14,Y,N,2147548400,N
2147520132,0,"c.bnez  a4, pc - 6",Y,N,N,14,,,N,N,2147548400,Y
2147520126,0,"c.addi  a5, 1",N,N,N,,,15,N,N,2147548400,N
2147520128,0,"lbu     a4, 0(a5)",N,N,N,15,,14,Y,N,2147548400,N
2147520132,0,"c.bnez  a4, pc - 6",Y,N,N,14,,,N,N,2147548400,Y
2147520126,0,"c.addi  a5, 1",N,N,N,,,15,N,N,2147548400,N
2147520128,0,"lbu     a4, 0(a5)",N,N,N,15,,14,Y,N,2147548400,N
2147520132,0,"c.bnez  a4, pc - 6",Y,N,N,14,,,N,N,2147548400,Y
2147520126,0,"c.addi  a5, 1",N,N,N,,,15,N,N,2147548400,N
2147520128,0,"lbu     a4, 0(a5)",N,N,N,15,,14,Y,N,2147548400,N
2147520132,0,"c.bnez  a4, pc - 6",Y,N,N,14,,,N,N,2147548400,Y
2147520126,0,"c.addi  a5, 1",N,N,N,,,15,N,N,2147548400,N
2147520128,0,"lbu     a4, 0(a5)",N,N,N,15,,14,Y,N,2147548400,N
2147520132,0,"c.bnez  a4, pc - 6",Y,N,N,14,,,N,N,2147548400,Y
2147520126,0,"c.addi  a5, 1",N,N,N,,,15,N,N,2147548400,N
2147520128,0,"lbu     a4, 0(a5)",N,N,N,15,,14,Y,N,2147548400,N
2147520132,0,"c.bnez  a4, pc - 6",Y,N,N,14,,,N,N,2147548400,Y
2147520126,0,"c.addi  a5, 1",N,N,N,,,15,N,N,2147548400,N
2147520128,0,"lbu     a4, 0(a5)",N,N,N,15,,14,Y,N,2147548400,N
2147520132,0,"c.bnez  a4, pc - 6",Y,N,N,14,,,N,N,2147548400,Y
2147520126,0,"c.addi  a5, 1",N,N,N,,,15,N,N,2147548400,N
2147520128,0,"lbu     a4, 0(a5)",N,N,N,15,,14,Y,N,2147548400,N
2147520132,0,"c.bnez  a4, pc - 6",Y,N,N,14,,,N,N,2147548400,N
2147520134,0,"sub     a0, a5, a0",N,N,N,15,10,10,N,N,2147548400,N
2147520138,0,ret,N,N,Y,1,,,N,N,2147548400,Y
2147502282,0,"c.andi  a0, -4",N,N,N,,,10,N,N,2147548400,N
2147502284,0,"c.addi  a0, 8",N,N,N,,,10,N,N,2147548400,N
2147502286,0,"c.mv    a3, s2",N,N,N,18,,13,N,N,2147548400,N
2147502288,0,"c.addi4spn a2, sp, 24",N,N,N,2,,12,N,N,2147548400,N
2147502290,0,"c.mv    a1, s5",N,N,N,21,,11,N,N,2147548400,N
2147502292,0,"c.add   a0, s8",N,N,N,24,,10,N,N,2147548400,N
2147502294,0,jal     pc - 0xba,N,Y,N,,,1,N,N,2147548400,Y
2147502108,0,"c.li    a5, 1",N,N,N,,,15,N,N,2147548400,N
2147502110,0,"c.addi16sp sp, -192",N,N,N,,,2,N,N,2147548400,N
2147502112,0,"c.slli  a5, 32",N,N,N,,,15,N,N,2147548400,N
2147502114,0,"c.sdsp  s0, 176(sp)",N,N,N,8,2,,N,Y,2147548352,N
2147502116,0,"c.sdsp  s1, 168(sp)",N,N,N,9,2,,N,Y,2147548344,N
2147502118,0,"c.addi  a5, 2",N,N,N,,,15,N,N,2147548344,N
2147502120,0,"lui     s1, 0xff0",N,N,N,,,9,N,N,2147548344,N
2147502124,0,"lui     s0, 0xff010",N,N,N,,,8,N,N,2147548344,N
2147502128,0,"c.sdsp  s2, 160(sp)",N,N,N,18,2,,N,Y,2147548336,N
2147502130,0,"c.sdsp  s3, 152(sp)",N,N,N,19,2,,N,Y,2147548328,N
2147502132,0,"c.sdsp  s4, 144(sp)",N,N,N,20,2,,N,Y,2147548320,N
2147502134,0,"c.sdsp  s5, 136(sp)",N,N,N,21,2,,N,Y,2147548312,N
2147502136,0,"c.sdsp  s6, 128(sp)",N,N,N,22,2,,N,Y,2147548304,N
2147502138,0,"c.sdsp  s7, 120(sp)",N,N,N,23,2,,N,Y,2147548296,N
2147502140,0,"c.sdsp  s8, 112(sp)",N,N,N,24,2,,N,Y,2147548288,N
2147502142,0,"c.sdsp  s9, 104(sp)",N,N,N,25,2,,N,Y,2147548280,N
2147502144,0,"c.sdsp  s10, 96(sp)",N,N,N,26,2,,N,Y,2147548272,N
2147502146,0,"c.sdsp  ra, 184(sp)",N,N,N,1,2,,N,Y,2147548360,N
2147502148,0,"c.sdsp  s11, 88(sp)",N,N,N,27,2,,N,Y,2147548264,N
2147502150,0,"c.mv    s3, a2",N,N,N,12,,19,N,N,2147548264,N
2147502152,0,"c.mv    s8, a0",N,N,N,10,,24,N,N,2147548264,N
2147502154,0,"c.mv    s5, a1",N,N,N,11,,21,N,N,2147548264,N
2147502156,0,"c.mv    s2, a3",N,N,N,13,,18,N,N,2147548264,N
2147502158,0,"c.sdsp  a2, 24(sp)",N,N,N,12,2,,N,Y,2147548200,N
2147502160,0,"c.sdsp  a5, 40(sp)",N,N,N,15,2,,N,Y,2147548216,N
2147502162,0,"c.sdsp  a2, 48(sp)",N,N,N,12,2,,N,Y,2147548224,N
2147502164,0,"c.li    s10, 0",N,N,N,,,26,N,N,2147548224,N
2147502166,0,"addi    s1, s1, 255",N,N,N,9,,9,N,N,2147548224,N
2147502170,0,"addi    s0, s0, -256",N,N,N,8,,8,N,N,2147548224,N
2147502174,0,"c.li    s9, 2",N,N,N,,,25,N,N,2147548224,N
2147502176,0,"c.li    s4, 3",N,N,N,,,20,N,N,2147548224,N
2147502178,0,"auipc   s7, 0x6",N,N,N,,,23,N,N,2147548224,N
2147502182,0,"addi    s7, s7, -802",N,N,N,23,,23,N,N,2147548224,N
2147502186,0,"auipc   s6, 0x6",N,N,N,,,22,N,N,2147548224,N
2147502190,0,"addi    s6, s6, -794",N,N,N,22,,22,N,N,2147548224,N
2147502194,0,"lw      a5, 0(s8)",N,N,N,24,,15,Y,N,2147548224,N
2147502198,0,"srliw   a4, a5, 8",N,N,N,15,,14,N,N,2147548224,N
2147502202,0,"slliw   a5, a5, 8",N,N,N,15,,15,N,N,2147548224,N
2147502206,0,"c.and   a5, s0",N,N,N,8,,15,N,N,2147548224,N
2147502208,0,"c.and   a4, s1",N,N,N,9,,14,N,N,2147548224,N
2147502210,0,"c.or    a4, a5",N,N,N,15,,14,N,N,2147548224,N
2147502212,0,"slliw   a5, a4, 16",N,N,N,14,,15,N,N,2147548224,N
2147502216,0,"srliw   a4, a4, 16",N,N,N,14,,14,N,N,2147548224,N
2147502220,0,"c.or    a5, a4",N,N,N,14,,15,N,N,2147548224,N
2147502222,0,"c.addiw a5, 0",N,N,N,,,15,N,N,2147548224,N
2147502224,0,"beq     a5, s9, pc + 176",Y,N,N,15,25,,N,N,2147548224,N
2147502228,0,"bgeu    s9, a5, pc + 18",Y,N,N,25,15,,N,N,2147548224,N
2147502232,0,"beq     a5, s4, pc + 194",Y,N,N,15,20,,N,N,2147548224,Y
2147502426,0,"bnez    s10, pc + 252",Y,N,N,26,,,N,N,2147548224,N
2147502430,0,"lw      a4, 8(s8)",N,N,N,24,,14,Y,N,2147548224,N
2147502434,0,"lw      a2, 4(s8)",N,N,N,24,,12,Y,N,2147548224,N
2147502438,0,"addi    a1, s8, 12",N,N,N,24,,11,N,N,2147548224,N
2147502442,0,"slliw   a5, a4, 8",N,N,N,14,,15,N,N,2147548224,N
2147502446,0,"srliw   a4, a4, 8",N,N,N,14,,14,N,N,2147548224,N
2147502450,0,"c.and   a4, s1",N,N,N,9,,14,N,N,2147548224,N
2147502452,0,"c.and   a5, s0",N,N,N,8,,15,N,N,2147548224,N
2147502454,0,"slliw   a3, a2, 8",N,N,N,12,,13,N,N,2147548224,N
2147502458,0,"c.or    a5, a4",N,N,N,14,,15,N,N,2147548224,N
2147502460,0,"srliw   a2, a2, 8",N,N,N,12,,12,N,N,2147548224,N
2147502464,0,"slliw   a4, a5, 16",N,N,N,15,,14,N,N,2147548224,N
2147502468,0,"c.and   a3, s0",N,N,N,8,,13,N,N,2147548224,N
2147502470,0,"c.and   a2, s1",N,N,N,9,,12,N,N,2147548224,N
2147502472,0,"srliw   a5, a5, 16",N,N,N,15,,15,N,N,2147548224,N
2147502476,0,"c.or    a3, a2",N,N,N,12,,13,N,N,2147548224,N
2147502478,0,"c.or    a4, a5",N,N,N,15,,14,N,N,2147548224,N
2147502480,0,"slliw   s11, a3, 16",N,N,N,13,,27,N,N,2147548224,N
2147502484,0,"c.slli  a4, 32",N,N,N,,,14,N,N,2147548224,N
2147502486,0,"srliw   a3, a3, 16",N,N,N,13,,13,N,N,2147548224,N
2147502490,0,"c.srli  a4, 32",N,N,N,,,14,N,N,2147548224,N
2147502492,0,"or      a3, s11, a3",N,N,N,27,13,13,N,N,2147548224,N
2147502496,0,"c.add   a4, s5",N,N,N,21,,14,N,N,2147548224,N
2147502498,0,"sext.w  s11, a3",N,N,N,13,,27,N,N,2147548224,N
2147502502,0,"c.sdsp  a4, 56(sp)",N,N,N,14,2,,N,Y,2147548232,N
2147502504,0,"c.swsp  s11, 72(sp)",N,N,N,27,2,,N,Y,2147548248,N
2147502506,0,"c.sdsp  a1, 64(sp)",N,N,N,11,2,,N,Y,2147548240,N
2147502508,0,"beqz    s3, pc + 92",Y,N,N,19,,,N,N,2147548240,N
2147502512,0,"c.mv    a0, a4",N,N,N,14,,10,N,N,2147548240,N
2147502514,0,"c.mv    a1, s7",N,N,N,23,,11,N,N,2147548240,N
2147502516,0,"c.sdsp  a4, 8(sp)",N,N,N,14,2,,N,Y,2147548184,N
2147502518,0,jal     pc + 0x44da,N,Y,N,,,1,N,N,2147548184,Y
2147520144,0,"c.addi  a0, 1",N,N,N,,,10,N,N,2147548184,N
2147520146,0,"lbu     a5, -1(a0)",N,N,N,10,,15,Y,N,2147548184,N
2147520150,0,"c.addi  a1, 1",N,N,N,,,11,N,N,2147548184,N
2147520152,0,"lbu     a4, -1(a1)",N,N,N,11,,14,Y,N,2147525952,N
2147520156,0,"c.beqz  a5, pc + 14",Y,N,N,15,,,N,N,2147525952,N
2147520158,0,"beq     a5, a4, pc - 14",Y,N,N,15,14,,N,N,2147525952,N
2147520162,0,"sext.w  a0, a5",N,N,N,15,,10,N,N,2147525952,N
2147520166,0,"c.subw  a0, a4",N,N,N,14,,10,N,N,2147525952,N
2147520168,0,ret,N,N,Y,1,,,N,N,2147525952,Y
2147502522,0,"c.ldsp  a4, 8(sp)",N,N,N,2,,14,Y,N,2147548184,N
2147502524,0,"c.bnez  a0, pc + 34",Y,N,N,10,,,N,N,2147548184,Y
2147502558,0,"c.mv    a1, s6",N,N,N,22,,11,N,N,2147548184,N
2147502560,0,"c.mv    a0, a4",N,N,N,14,,10,N,N,2147548184,N
2147502562,0,jal     pc + 0x44ae,N,Y,N,,,1,N,N,2147548184,Y
2147520144,0,"c.addi  a0, 1",N,N,N,,,10,N,N,2147548184,N
2147520146,0,"lbu     a5, -1(a0)",N,N,N,10,,15,Y,N,2147548184,N
2147520150,0,"c.addi  a1, 1",N,N,N,,,11,N,N,2147548184,N
2147520152,0,"lbu     a4, -1(a1)",N,N,N,11,,14,Y,N,2147525968,N
2147520156,0,"c.beqz  a5, pc + 14",Y,N,N,15,,,N,N,2147525968,N
2147520158,0,"beq     a5, a4, pc - 14",Y,N,N,15,14,,N,N,2147525968,N
2147520162,0,"sext.w  a0, a5",N,N,N,15,,10,N,N,2147525968,N
2147520166,0,"c.subw  a0, a4",N,N,N,14,,10,N,N,2147525968,N
2147520168,0,ret,N,N,Y,1,,,N,N,2147525968,Y
2147502566,0,"c.bnez  a0, pc + 34",Y,N,N,10,,,N,N,2147525968,Y
2147502600,0,"c.addiw s11, 3",N,N,N,,,27,N,N,2147525968,N
2147502602,0,"sraiw   a5, s11, 31",N,N,N,27,,15,N,N,2147525968,N
2147502606,0,"srliw   a5, a5, 30",N,N,N,15,,15,N,N,2147525968,N
2147502610,0,"addw    a5, a5, s11",N,N,N,15,27,15,N,N,2147525968,N
2147502614,0,"sraiw   a5, a5, 2",N,N,N,15,,15,N,N,2147525968,N
2147502618,0,"ld      a4, 8(s2)",N,N,N,18,,14,Y,N,2147548784,N
2147502622,0,"ld      a1, 32(s2)",N,N,N,18,,11,Y,N,2147548808,N
2147502626,0,"c.addiw a5, 3",N,N,N,,,15,N,N,2147548808,N
2147502628,0,"c.slli  a5, 2",N,N,N,,,15,N,N,2147548808,N
2147502630,0,"c.addi4spn a0, sp, 48",N,N,N,2,,10,N,N,2147548808,N
2147502632,0,"c.add   s8, a5",N,N,N,15,,24,N,N,2147548808,N
2147502634,0,c.jalr  a4,N,N,Y,14,,1,N,N,2147548808,Y
2147498190,0,"c.addi  sp, -32",N,N,N,,,2,N,N,2147548808,N
2147498192,0,"c.sdsp  s1, 8(sp)",N,N,N,9,2,,N,Y,2147548152,N
2147498194,0,"c.ld    s1, 8(a0)",N,N,N,10,,9,Y,N,2147548232,N
2147498196,0,"c.sdsp  s0, 16(sp)",N,N,N,8,2,,N,Y,2147548160,N
2147498198,0,"c.sdsp  s2, 0(sp)",N,N,N,18,2,,N,Y,2147548144,N
2147498200,0,"c.mv    s0, a0",N,N,N,10,,8,N,N,2147548144,N
2147498202,0,"c.mv    s2, a1",N,N,N,11,,18,N,N,2147548144,N
2147498204,0,"c.mv    a0, s1",N,N,N,9,,10,N,N,2147548144,N
2147498206,0,"auipc   a1, 0x7",N,N,N,,,11,N,N,2147548144,N
2147498210,0,"addi    a1, a1, -1366",N,N,N,11,,11,N,N,2147548144,N
2147498214,0,"c.sdsp  ra, 24(sp)",N,N,N,1,2,,N,Y,2147548168,N
2147498216,0,jal     pc + 0x55a8,N,Y,N,,,1,N,N,2147548168,Y
2147520144,0,"c.addi  a0, 1",N,N,N,,,10,N,N,2147548168,N
2147520146,0,"lbu     a5, -1(a0)",N,N,N,10,,15,Y,N,2147548168,N
2147520150,0,"c.addi  a1, 1",N,N,N,,,11,N,N,2147548168,N
2147520152,0,"lbu     a4, -1(a1)",N,N,N,11,,14,Y,N,2147525512,N
2147520156,0,"c.beqz  a5, pc + 14",Y,N,N,15,,,N,N,2147525512,N
2147520158,0,"beq     a5, a4, pc - 14",Y,N,N,15,14,,N,N,2147525512,N
2147520162,0,"sext.w  a0, a5",N,N,N,15,,10,N,N,2147525512,N
2147520166,0,"c.subw  a0, a4",N,N,N,14,,10,N,N,2147525512,N
2147520168,0,ret,N,N,Y,1,,,N,N,2147525512,Y
2147498220,0,"c.beqz  a0, pc + 30",Y,N,N,10,,,N,N,2147525512,N
2147498222,0,"auipc   a1, 0x7",N,N,N,,,11,N,N,2147525512,N
2147498226,0,"addi    a1, a1, -1334",N,N,N,11,,11,N,N,2147525512,N
2147498230,0,"c.mv    a0, s1",N,N,N,9,,10,N,N,2147525512,N
2147498232,0,jal     pc + 0x5598,N,Y,N,,,1,N,N,2147525512,Y
2147520144,0,"c.addi  a0, 1",N,N,N,,,10,N,N,2147525512,N
2147520146,0,"lbu     a5, -1(a0)",N,N,N,10,,15,Y,N,2147525512,N
2147520150,0,"c.addi  a1, 1",N,N,N,,,11,N,N,2147525512,N
2147520152,0,"lbu     a4, -1(a1)",N,N,N,11,,14,Y,N,2147525560,N
2147520156,0,"c.beqz  a5, pc + 14",Y,N,N,15,,,N,N,2147525560,N
2147520158,0,"beq     a5, a4, pc - 14",Y,N,N,15,14,,N,N,2147525560,N
2147520162,0,"sext.w  a0, a5",N,N,N,15,,10,N,N,2147525560,N
2147520166,0,"c.subw  a0, a4",N,N,N,14,,10,N,N,2147525560,N
2147520168,0,ret,N,N,Y,1,,,N,N,2147525560,Y
2147498236,0,"c.beqz  a0, pc + 50",Y,N,N,10,,,N,N,2147525560,N
2147498238,0,"c.ldsp  ra, 24(sp)",N,N,N,2,,1,Y,N,2147548168,N
2147498240,0,"c.ldsp  s0, 16(sp)",N,N,N,2,,8,Y,N,2147548160,N
2147498242,0,"c.ldsp  s1, 8(sp)",N,N,N,2,,9,Y,N,2147548152,N
2147498244,0,"c.ldsp  s2, 0(sp)",N,N,N,2,,18,Y,N,2147548144,N
2147498246,0,"c.addi16sp sp, 32",N,N,N,,,2,N,N,2147548144,N
2147498248,0,ret,N,N,Y,1,,,N,N,2147548144,Y
2147502636,0,c.j     pc - 442,N,Y,N,,,,N,N,2147548144,Y
2147502194,0,"lw      a5, 0(s8)",N,N,N,24,,15,Y,N,2147548144,N
2147502198,0,"srliw   a4, a5, 8",N,N,N,15,,14,N,N,2147548144,N
2147502202,0,"slliw   a5, a5, 8",N,N,N,15,,15,N,N,2147548144,N
2147502206,0,"c.and   a5, s0",N,N,N,8,,15,N,N,2147548144,N
2147502208,0,"c.and   a4, s1",N,N,N,9,,14,N,N,2147548144,N
2147502210,0,"c.or    a4, a5",N,N,N,15,,14,N,N,2147548144,N
2147502212,0,"slliw   a5, a4, 16",N,N,N,14,,15,N,N,2147548144,N
2147502216,0,"srliw   a4, a4, 16",N,N,N,14,,14,N,N,2147548144,N
2147502220,0,"c.or    a5, a4",N,N,N,14,,15,N,N,2147548144,N
2147502222,0,"c.addiw a5, 0",N,N,N,,,15,N,N,2147548144,N
2147502224,0,"beq     a5, s9, pc + 176",Y,N,N,15,25,,N,N,2147548144,N
2147502228,0,"bgeu    s9, a5, pc + 18",Y,N,N,25,15,,N,N,2147548144,N
2147502232,0,"beq     a5, s4, pc + 194",Y,N,N,15,20,,N,N,2147548144,Y
2147502426,0,"bnez    s10, pc + 252",Y,N,N,26,,,N,N,2147548144,N
2147502430,0,"lw      a4, 8(s8)",N,N,N,24,,14,Y,N,2147548144,N
2147502434,0,"lw      a2, 4(s8)",N,N,N,24,,12,Y,N,2147548144,N
2147502438,0,"addi    a1, s8, 12",N,N,N,24,,11,N,N,2147548144,N
2147502442,0,"slliw   a5, a4, 8",N,N,N,14,,15,N,N,2147548144,N
2147502446,0,"srliw   a4, a4, 8",N,N,N,14,,14,N,N,2147548144,N
2147502450,0,"c.and   a4, s1",N,N,N,9,,14,N,N,2147548144,N
2147502452,0,"c.and   a5, s0",N,N,N,8,,15,N,N,2147548144,N
2147502454,0,"slliw   a3, a2, 8",N,N,N,12,,13,N,N,2147548144,N
2147502458,0,"c.or    a5, a4",N,N,N,14,,15,N,N,2147548144,N
2147502460,0,"srliw   a2, a2, 8",N,N,N,12,,12,N,N,2147548144,N
2147502464,0,"slliw   a4, a5, 16",N,N,N,15,,14,N,N,2147548144,N
2147502468,0,"c.and   a3, s0",N,N,N,8,,13,N,N,2147548144,N
2147502470,0,"c.and   a2, s1",N,N,N,9,,12,N,N,2147548144,N
2147502472,0,"srliw   a5, a5, 16",N,N,N,15,,15,N,N,2147548144,N
2147502476,0,"c.or    a3, a2",N,N,N,12,,13,N,N,2147548144,N
2147502478,0,"c.or    a4, a5",N,N,N,15,,14,N,N,2147548144,N
2147502480,0,"slliw   s11, a3, 16",N,N,N,13,,27,N,N,2147548144,N
2147502484,0,"c.slli  a4, 32",N,N,N,,,14,N,N,2147548144,N
2147502486,0,"srliw   a3, a3, 16",N,N,N,13,,13,N,N,2147548144,N
2147502490,0,"c.srli  a4, 32",N,N,N,,,14,N,N,2147548144,N
2147502492,0,"or      a3, s11, a3",N,N,N,27,13,13,N,N,2147548144,N
2147502496,0,"c.add   a4, s5",N,N,N,21,,14,N,N,2147548144,N
2147502498,0,"sext.w  s11, a3",N,N,N,13,,27,N,N,2147548144,N
2147502502,0,"c.sdsp  a4, 56(sp)",N,N,N,14,2,,N,Y,2147548232,N
2147502504,0,"c.swsp  s11, 72(sp)",N,N,N,27,2,,N,Y,2147548248,N
2147502506,0,"c.sdsp  a1, 64(sp)",N,N,N,11,2,,N,Y,2147548240,N
2147502508,0,"beqz    s3, pc + 92",Y,N,N,19,,,N,N,2147548240,N
2147502512,0,"c.mv    a0, a4",N,N,N,14,,10,N,N,2147548240,N
2147502514,0,"c.mv    a1, s7",N,N,N,23,,11,N,N,2147548240,N
2147502516,0,"c.sdsp  a4, 8(sp)",N,N,N,14,2,,N,Y,2147548184,N
2147502518,0,jal     pc + 0x44da,N,Y,N,,,1,N,N,2147548184,Y
2147520144,0,"c.addi  a0, 1",N,N,N,,,10,N,N,2147548184,N
2147520146,0,"lbu     a5, -1(a0)",N,N,N,10,,15,Y,N,2147548184,N
2147520150,0,"c.addi  a1, 1",N,N,N,,,11,N,N,2147548184,N
2147520152,0,"lbu     a4, -1(a1)",N,N,N,11,,14,Y,N,2147525952,N
2147520156,0,"c.beqz  a5, pc + 14",Y,N,N,15,,,N,N,2147525952,N
2147520158,0,"beq     a5, a4, pc - 14",Y,N,N,15,14,,N,N,2147525952,N
2147520162,0,"sext.w  a0, a5",N,N,N,15,,10,N,N,2147525952,N
2147520166,0,"c.subw  a0, a4",N,N,N,14,,10,N,N,2147525952,N
2147520168,0,ret,N,N,Y,1,,,N,N,2147525952,Y
2147502522,0,"c.ldsp  a4, 8(sp)",N,N,N,2,,14,Y,N,2147548184,N
2147502524,0,"c.bnez  a0, pc + 34",Y,N,N,10,,,N,N,2147548184,Y
2147502558,0,"c.mv    a1, s6",N,N,N,22,,11,N,N,2147548184,N
2147502560,0,"c.mv    a0, a4",N,N,N,14,,10,N,N,2147548184,N
2147502562,0,jal     pc + 0x44ae,N,Y,N,,,1,N,N,2147548184,Y
2147520144,0,"c.addi  a0, 1",N,N,N,,,10,N,N,2147548184,N
2147520146,0,"lbu     a5, -1(a0)",N,N,N,10,,15,Y,N,2147548184,N
2147520150,0,"c.addi  a1, 1",N,N,N,,,11,N,N,2147548184,N
2147520152,0,"lbu     a4, -1(a1)",N,N,N,11,,14,Y,N,2147525968,N
2147520156,0,"c.beqz  a5, pc + 14",Y,N,N,15,,,N,N,2147525968,N
2147520158,0,"beq     a5, a4, pc - 14",Y,N,N,15,14,,N,N,2147525968,N
2147520162,0,"sext.w  a0, a5",N,N,N,15,,10,N,N,2147525968,N
2147520166,0,"c.subw  a0, a4",N,N,N,14,,10,N,N,2147525968,N
2147520168,0,ret,N,N,Y,1,,,N,N,2147525968,Y
2147502566,0,"c.bnez  a0, pc + 34",Y,N,N,10,,,N,N,2147525968,Y
2147502600,0,"c.addiw s11, 3",N,N,N,,,27,N,N,2147525968,N
2147502602,0,"sraiw   a5, s11, 31",N,N,N,27,,15,N,N,2147525968,N
2147502606,0,"srliw   a5, a5, 30",N,N,N,15,,15,N,N,2147525968,N
2147502610,0,"addw    a5, a5, s11",N,N,N,15,27,15,N,N,2147525968,N
2147502614,0,"sraiw   a5, a5, 2",N,N,N,15,,15,N,N,2147525968,N
2147502618,0,"ld      a4, 8(s2)",N,N,N,18,,14,Y,N,2147548784,N
2147502622,0,"ld      a1, 32(s2)",N,N,N,18,,11,Y,N,2147548808,N
2147502626,0,"c.addiw a5, 3",N,N,N,,,15,N,N,2147548808,N
2147502628,0,"c.slli  a5, 2",N,N,N,,,15,N,N,2147548808,N
2147502630,0,"c.addi4spn a0, sp, 48",N,N,N,2,,10,N,N,2147548808,N
2147502632,0,"c.add   s8, a5",N,N,N,15,,24,N,N,2147548808,N
2147502634,0,c.jalr  a4,N,N,Y,14,,1,N,N,2147548808,Y
2147498190,0,"c.addi  sp, -32",N,N,N,,,2,N,N,2147548808,N
2147498192,0,"c.sdsp  s1, 8(sp)",N,N,N,9,2,,N,Y,2147548152,N
2147498194,0,"c.ld    s1, 8(a0)",N,N,N,10,,9,Y,N,2147548232,N
2147498196,0,"c.sdsp  s0, 16(sp)",N,N,N,8,2,,N,Y,2147548160,N
2147498198,0,"c.sdsp  s2, 0(sp)",N,N,N,18,2,,N,Y,2147548144,N
2147498200,0,"c.mv    s0, a0",N,N,N,10,,8,N,N,2147548144,N
2147498202,0,"c.mv    s2, a1",N,N,N,11,,18,N,N,2147548144,N
2147498204,0,"c.mv    a0, s1",N,N,N,9,,10,N,N,2147548144,N
2147498206,0,"auipc   a1, 0x7",N,N,N,,,11,N,N,2147548144,N
2147498210,0,"addi    a1, a1, -1366",N,N,N,11,,11,N,N,2147548144,N
2147498214,0,"c.sdsp  ra, 24(sp)",N,N,N,1,2,,N,Y,2147548168,N
2147498216,0,jal     pc + 0x55a8,N,Y,N,,,1,N,N,2147548168,Y
2147520144,0,"c.addi  a0, 1",N,N,N,,,10,N,N,2147548168,N
2147520146,0,"lbu     a5, -1(a0)",N,N,N,10,,15,Y,N,2147548168,N
2147520150,0,"c.addi  a1, 1",N,N,N,,,11,N,N,2147548168,N
2147520152,0,"lbu     a4, -1(a1)",N,N,N,11,,14,Y,N,2147525512,N
2147520156,0,"c.beqz  a5, pc + 14",Y,N,N,15,,,N,N,2147525512,N
2147520158,0,"beq     a5, a4, pc - 14",Y,N,N,15,14,,N,N,2147525512,N
2147520162,0,"sext.w  a0, a5",N,N,N,15,,10,N,N,2147525512,N
2147520166,0,"c.subw  a0, a4",N,N,N,14,,10,N,N,2147525512,N
2147520168,0,ret,N,N,Y,1,,,N,N,2147525512,Y
2147498220,0,"c.beqz  a0, pc + 30",Y,N,N,10,,,N,N,2147525512,N
2147498222,0,"auipc   a1, 0x7",N,N,N,,,11,N,N,2147525512,N
2147498226,0,"addi    a1, a1, -1334",N,N,N,11,,11,N,N,2147525512,N
2147498230,0,"c.mv    a0, s1",N,N,N,9,,10,N,N,2147525512,N
2147498232,0,jal     pc + 0x5598,N,Y,N,,,1,N,N,2147525512,Y
2147520144,0,"c.addi  a0, 1",N,N,N,,,10,N,N,2147525512,N
2147520146,0,"lbu     a5, -1(a0)",N,N,N,10,,15,Y,N,2147525512,N
2147520150,0,"c.addi  a1, 1",N,N,N,,,11,N,N,2147525512,N
2147520152,0,"lbu     a4, -1(a1)",N,N,N,11,,14,Y,N,2147525560,N
2147520156,0,"c.beqz  a5, pc + 14",Y,N,N,15,,,N,N,2147525560,N
2147520158,0,"beq     a5, a4, pc - 14",Y,N,N,15,14,,N,N,2147525560,Y
2147520144,0,"c.addi  a0, 1",N,N,N,,,10,N,N,2147525560,N
2147520146,0,"lbu     a5, -1(a0)",N,N,N,10,,15,Y,N,2147525560,N
2147520150,0,"c.addi  a1, 1",N,N,N,,,11,N,N,2147525560,N
2147520152,0,"lbu     a4, -1(a1)",N,N,N,11,,14,Y,N,2147525560,N
2147520156,0,"c.beqz  a5, pc + 14",Y,N,N,15,,,N,N,2147525560,N
2147520158,0,"beq     a5, a4, pc - 14",Y,N,N,15,14,,N,N,2147525560,Y
2147520144,0,"c.addi  a0, 1",N,N,N,,,10,N,N,2147525560,N
2147520146,0,"lbu     a5, -1(a0)",N,N,N,10,,15,Y,N,2147525560,N
2147520150,0,"c.addi  a1, 1",N,N,N,,,11,N,N,2147525560,N
